Название,Марка,Модель,"Пробег, км","Мощность двигателя, л","Мощность двигателя, л.с",Год выпуска,"Цена, руб",Цвет кузова,Коробка передач,Привод,Тип топлива,Город продажи
Mercedes-Benz S-Класс 450 4MATIC VII (W223),Mercedes-Benz,S-Класс 450 4MATIC VII (W223),9000,3,367,2021,18180000,чёрный,автомат,полный,Бензин,Москва
BMW 3 серии M340d xDrive VII (G2x),BMW,3 серии M340d xDrive VII (G2x),40000,3,340,2021,3590000,чёрный,автомат,полный,Дизель,Москва
BMW 5 серии M550i xDrive VII (G30/G31),BMW,5 серии M550i xDrive VII (G30/G31),56000,"4,4",530,2020,6500000,серый,автомат,полный,Бензин,Москва
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),55000,2,190,2021,4450000,синий,автомат,полный,Дизель,Москва
BMW 3 серии M340d xDrive VII (G2x),BMW,3 серии M340d xDrive VII (G2x),20000,3,340,2021,4400000,чёрный,автомат,полный,Дизель,Москва
Audi A6 50 TDI V (C8),Audi,A6 50 TDI V (C8),1000,3,286,2022,8080000,чёрный,автомат,полный,Дизель,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",156000,2,197,2019,2570000,чёрный,автомат,задний,Бензин,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",78000,2,197,2018,3700000,белый,автомат,задний,Бензин,Санкт-Петербург
Audi A6 45 TFSI V (C8),Audi,A6 45 TFSI V (C8),16000,2,245,2021,5160000,серый,робот,полный,Бензин,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",60000,2,197,2019,4350000,красный,автомат,полный,Бензин,Москва
Mercedes-Benz S-Класс 350 d Long 4MATIC VII (W223),Mercedes-Benz,S-Класс 350 d Long 4MATIC VII (W223),39000,"2,9",249,2021,11250000,чёрный,автомат,полный,Дизель,Санкт-Петербург
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),68000,2,190,2021,4200000,синий,автомат,полный,Дизель,Махачкала
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),40000,2,190,2020,3500000,чёрный,автомат,задний,Дизель,Пушкин
"Mercedes-Benz E-Класс 450 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 450 V (W213, S213, C238)",115000,3,367,2018,4450000,белый,автомат,полный,Бензин,Санкт-Петербург
BMW 3 серии 318i VII (G2x),BMW,3 серии 318i VII (G2x),16000,2,156,2021,3440000,белый,автомат,задний,Бензин,Красногорск
Audi A4 V (B9),Audi,A4 V (B9),34000,"1,4",150,2019,2680000,синий,робот,передний,Бензин,Санкт-Петербург
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),31000,2,190,2021,3640000,белый,автомат,полный,Дизель,Шарья
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),89000,2,190,2020,3390000,синий,автомат,полный,Дизель,Краснодар
Audi A6 40 TDI V (C8),Audi,A6 40 TDI V (C8),11000,2,190,2021,4250000,синий,робот,передний,Дизель,Москва
BMW 3 серии 330d xDrive VII (G2x),BMW,3 серии 330d xDrive VII (G2x),10000,3,265,2020,5800000,чёрный,автомат,полный,Дизель,Москва
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),55000,2,190,2021,5400000,серый,автомат,полный,Дизель,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",105000,2,184,2018,2500000,чёрный,автомат,задний,Бензин,Люберцы
Mercedes-Benz S-Класс 580 e 4MATIC VII (W223),Mercedes-Benz,S-Класс 580 e 4MATIC VII (W223),2000,3,510,2021,17200000,чёрный,автомат,полный,Гибрид,Видное
BMW 5 серии M550i xDrive VII (G30/G31),BMW,5 серии M550i xDrive VII (G30/G31),116000,"4,4",530,2017,4040000,белый,автомат,полный,Бензин,Экибастуз
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),15000,2,190,2020,4300000,серый,автомат,полный,Дизель,Москва
Mercedes-Benz S-Класс 350 d Long 4MATIC VII (W223),Mercedes-Benz,S-Класс 350 d Long 4MATIC VII (W223),33000,"2,9",249,2020,12400000,чёрный,автомат,полный,Дизель,Москва
Audi A4 V (B9),Audi,A4 V (B9),34000,"1,4",150,2019,2680000,синий,робот,передний,Бензин,Санкт-Петербург
Audi A4 V (B9),Audi,A4 V (B9),59000,2,190,2019,3150000,белый,робот,полный,Дизель,Москва
Mercedes-Benz S-Класс 580 Long 4MATIC VII (W223),Mercedes-Benz,S-Класс 580 Long 4MATIC VII (W223),6000,4,489,2021,16650000,чёрный,автомат,полный,Бензин,Москва
BMW 3 серии 320d xDrive VII (G2x),BMW,3 серии 320d xDrive VII (G2x),85000,2,190,2020,3800000,белый,автомат,полный,Дизель,Москва
Audi A4 V (B9),Audi,A4 V (B9),30000,2,249,2019,3950000,чёрный,робот,передний,Бензин,Пиндуши
Mercedes-Benz S-Класс 500 4MATIC VII (W223),Mercedes-Benz,S-Класс 500 4MATIC VII (W223),16000,3,435,2021,18080000,белый,автомат,полный,Бензин,Москва
BMW 3 серии 330i VII (G2x),BMW,3 серии 330i VII (G2x),53000,2,258,2019,3500000,синий,автомат,задний,Бензин,Нальчик
BMW 3 серии 330d xDrive VII (G2x),BMW,3 серии 330d xDrive VII (G2x),42000,3,265,2021,5100000,белый,автомат,полный,Дизель,Москва
BMW 3 серии M340i xDrive VII (G2x),BMW,3 серии M340i xDrive VII (G2x),21000,3,387,2021,5500000,синий,автомат,полный,Бензин,Москва
BMW 3 серии 318i VII (G2x),BMW,3 серии 318i VII (G2x),37000,2,156,2021,4520000,белый,автомат,задний,Бензин,Тула
BMW 3 серии 330e xDrive VII (G2x),BMW,3 серии 330e xDrive VII (G2x),12000,2,292,2021,3850000,чёрный,автомат,полный,Гибрид,Минск
Audi A6 45 TFSI V (C8),Audi,A6 45 TFSI V (C8),4000,2,245,2021,6500000,белый,робот,полный,Бензин,Самара
BMW 3 серии 318i VII (G2x),BMW,3 серии 318i VII (G2x),18000,2,156,2021,3380000,белый,автомат,задний,Бензин,Москва
Audi A6 45 TFSI V (C8),Audi,A6 45 TFSI V (C8),27000,2,245,2020,5960000,белый,робот,полный,Бензин,Пенза
"Mercedes-Benz E-Класс 250 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 250 V (W213, S213, C238)",34000,2,211,2018,6060000,белый,автомат,задний,Бензин,Москва
Audi A4 V (B9),Audi,A4 V (B9),15000,2,122,2019,4550000,белый,робот,передний,Дизель,Краснодар
"Mercedes-Benz E-Класс 220 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 220 d V (W213, S213, C238)",96000,2,194,2018,4000000,чёрный,автомат,задний,Дизель,Екатеринбург
BMW 5 серии 530i xDrive VII (G30/G31),BMW,5 серии 530i xDrive VII (G30/G31),73000,2,249,2017,2930000,синий,автомат,полный,Бензин,Москва
Audi A4 V (B9),Audi,A4 V (B9),68000,2,252,2018,2530000,зелёный,робот,передний,Бензин,Москва
BMW 5 серии 530i xDrive VII (G30/G31),BMW,5 серии 530i xDrive VII (G30/G31),38000,2,249,2019,3830000,синий,автомат,полный,Бензин,Екатеринбург
Audi A6 45 TDI V (C8),Audi,A6 45 TDI V (C8),85000,3,245,2018,4750000,чёрный,робот,полный,Дизель,Москва
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),101000,2,190,2017,3240000,синий,автомат,задний,Дизель,Симферополь
BMW 3 серии 320d VII (G2x),BMW,3 серии 320d VII (G2x),26000,2,190,2019,4150000,синий,автомат,задний,Дизель,Москва
BMW 5 серии 540i VII (G30/G31),BMW,5 серии 540i VII (G30/G31),66000,3,340,2017,3740000,белый,автомат,задний,Бензин,Домодедово
BMW 3 серии 320d VII (G2x),BMW,3 серии 320d VII (G2x),68000,2,190,2019,3250000,чёрный,автомат,задний,Дизель,Севастополь
BMW 5 серии 530d xDrive VII (G30/G31),BMW,5 серии 530d xDrive VII (G30/G31),75000,3,249,2017,4550000,чёрный,автомат,полный,Дизель,Москва
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),140000,2,190,2018,3240000,чёрный,автомат,полный,Дизель,Челябинск
"Mercedes-Benz E-Класс 220 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 220 d V (W213, S213, C238)",98000,2,194,2016,2800000,синий,автомат,полный,Дизель,Ногинск
BMW 3 серии 330e VII (G2x),BMW,3 серии 330e VII (G2x),67000,2,292,2020,3790000,серый,автомат,задний,Гибрид,Лобня
BMW 5 серии 540i xDrive VII (G30/G31),BMW,5 серии 540i xDrive VII (G30/G31),82000,3,340,2018,4300000,белый,автомат,полный,Бензин,Казань
BMW 3 серии 330d xDrive VII (G2x),BMW,3 серии 330d xDrive VII (G2x),72000,3,265,2019,3350000,серый,автомат,полный,Дизель,Румянцево
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",104000,2,184,2016,3140000,серый,автомат,задний,Бензин,Москва
BMW 3 серии 320d VII (G2x),BMW,3 серии 320d VII (G2x),68000,2,190,2019,3250000,чёрный,автомат,задний,Дизель,Севастополь
BMW 3 серии 330i VII (G2x),BMW,3 серии 330i VII (G2x),63000,2,258,2019,4000000,синий,автомат,задний,Бензин,Санкт-Петербург
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",78000,2,184,2017,3190000,белый,автомат,полный,Бензин,Петрово-Дальнее
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",86000,2,197,2019,3920000,серый,автомат,полный,Бензин,Отрадное
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),156000,2,190,2018,3150000,чёрный,автомат,задний,Дизель,Москва
BMW 5 серии 518d VII (G30/G31),BMW,5 серии 518d VII (G30/G31),130000,2,150,2018,4350000,синий,автомат,задний,Дизель,Москва
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",47000,2,197,2018,4880000,белый,автомат,задний,Бензин,Санкт-Петербург
"Mercedes-Benz E-Класс 220 d V (W213, S213, C238)",Mercedes-Benz,"E-Класс 220 d V (W213, S213, C238)",19000,2,194,2020,5960000,синий,автомат,полный,Дизель,Москва
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),68000,2,190,2018,3530000,серый,автомат,полный,Дизель,Москва
Audi A6 55 TFSI e V (C8),Audi,A6 55 TFSI e V (C8),75000,2,367,2019,3450000,чёрный,робот,полный,Гибрид,Москва
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),222000,2,190,2019,3000000,чёрный,автомат,полный,Дизель,Москва
"Mercedes-Benz E-Класс 250 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 250 V (W213, S213, C238)",85000,2,211,2018,2540000,зелёный,автомат,задний,Бензин,Москва
BMW 5 серии 530i xDrive VII (G30/G31),BMW,5 серии 530i xDrive VII (G30/G31),79000,2,249,2017,3340000,чёрный,автомат,полный,Бензин,Тверь
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",49000,2,184,2018,4040000,чёрный,автомат,задний,Бензин,Подолино
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),148000,2,190,2019,4020000,чёрный,автомат,полный,Дизель,Москва
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 V (W213, S213, C238)",61000,3,333,2017,4250000,белый,автомат,полный,Бензин,Санкт-Петербург
BMW 3 серии 320i VII (G2x),BMW,3 серии 320i VII (G2x),24000,2,184,2021,3990000,чёрный,автомат,задний,Бензин,Москва
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),82000,2,190,2017,2550000,чёрный,автомат,задний,Дизель,Нижний Новгород
"Mercedes-Benz E-Класс 300 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 300 V (W213, S213, C238)",17000,"3,5",249,2019,5070000,чёрный,автомат,задний,Бензин,Санкт-Петербург
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),128000,2,190,2017,3010000,белый,автомат,задний,Дизель,Москва
"Mercedes-Benz E-Класс 400 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 400 V (W213, S213, C238)",209000,"3,5",333,2017,3700000,чёрный,автомат,полный,Бензин,Чебоксары
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),20000,2,190,2020,4300000,чёрный,автомат,полный,Дизель,Москва
BMW 5 серии 530d xDrive VII (G30/G31),BMW,5 серии 530d xDrive VII (G30/G31),117000,3,249,2017,3940000,чёрный,автомат,полный,Дизель,Зеленоград
"Mercedes-Benz E-Класс 200 V (W213, S213, C238)",Mercedes-Benz,"E-Класс 200 V (W213, S213, C238)",78000,"1,5",184,2020,4500000,синий,автомат,задний,Бензин,Санкт-Петербург
BMW 5 серии 520d VII (G30/G31),BMW,5 серии 520d VII (G30/G31),60000,2,190,2017,3500000,серый,автомат,задний,Дизель,Химки
BMW 5 серии 520d xDrive VII (G30/G31),BMW,5 серии 520d xDrive VII (G30/G31),88000,2,190,2019,4500000,белый,автомат,полный,Дизель,Москва
